step,m,time
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,1
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,1
1,2,0
1,2,1
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,1
1,2,1
1,2,0
1,2,1
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,1
1,2,0
1,2,1
1,2,0
1,2,1
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,0
1,2,1
1,4,2
1,4,2
1,4,1
1,4,2
1,4,3
1,4,1
1,4,1
1,4,2
1,4,2
1,4,2
1,4,2
1,4,2
1,4,1
1,4,2
1,4,3
1,4,1
1,4,1
1,4,1
1,4,4
1,4,3
1,4,3
1,4,3
1,4,3
1,4,1
1,4,2
1,4,2
1,4,2
1,4,2
1,4,2
1,4,1
1,4,2
1,4,2
1,4,2
1,4,2
1,4,1
1,4,2
1,4,2
1,4,2
1,4,2
1,4,3
1,4,2
1,4,1
1,4,1
1,4,2
1,4,2
1,4,2
1,4,1
1,4,2
1,4,2
1,4,1
1,4,3
1,4,1
1,4,1
1,4,2
1,4,2
1,4,2
1,4,2
1,4,2
1,4,3
1,4,3
1,4,3
1,4,3
1,4,3
1,4,3
1,4,3
1,4,3
1,4,3
1,4,3
1,4,3
1,4,2
1,4,1
1,4,3
1,4,1
1,4,2
1,4,3
1,4,3
1,4,3
1,4,3
1,4,9
1,4,1
1,4,1
1,4,2
1,4,2
1,4,1
1,4,2
1,4,2
1,4,2
1,4,2
1,4,2
1,4,3
1,4,2
1,4,2
1,4,2
1,4,2
1,4,2
1,4,2
1,4,3
1,4,1
1,4,0
1,4,2
1,8,3
1,8,4
1,8,6
1,8,6
1,8,3
1,8,4
1,8,4
1,8,6
1,8,5
1,8,6
1,8,7
1,8,8
1,8,9
1,8,8
1,8,7
1,8,6
1,8,8
1,8,7
1,8,7
1,8,8
1,8,7
1,8,5
1,8,7
1,8,7
1,8,8
1,8,8
1,8,8
1,8,6
1,8,6
1,8,8
1,8,5
1,8,4
1,8,7
1,8,6
1,8,5
1,8,6
1,8,6
1,8,5
1,8,6
1,8,4
1,8,8
1,8,5
1,8,5
1,8,5
1,8,6
1,8,5
1,8,6
1,8,3
1,8,6
1,8,7
1,8,8
1,8,7
1,8,8
1,8,7
1,8,9
1,8,7
1,8,5
1,8,6
1,8,8
1,8,7
1,8,7
1,8,9
1,8,6
1,8,7
1,8,6
1,8,8
1,8,6
1,8,4
1,8,8
1,8,6
1,8,8
1,8,9
1,8,8
1,8,5
1,8,4
1,8,9
1,8,5
1,8,8
1,8,7
1,8,8
1,8,9
1,8,7
1,8,7
1,8,9
1,8,9
1,8,8
1,8,9
1,8,7
1,8,6
1,8,8
1,8,8
1,8,9
1,8,8
1,8,9
1,8,9
1,8,6
1,8,4
1,8,5
1,8,5
1,8,3
1,16,18
1,16,14
1,16,12
1,16,8
1,16,12
1,16,14
1,16,17
1,16,12
1,16,10
1,16,15
1,16,11
1,16,15
1,16,16
1,16,17
1,16,18
1,16,16
1,16,14
1,16,15
1,16,15
